name,domain,city,countryCode,creatioLastActivityDisplayTimestamp,creatioLastContactDisplayTimestamp,creatioOwner,creatioStatus,creatioTeam,crunchbaseCategoryList,currentEmployeeCount,employeeCountGrowth,state,totalFunding
Cross River,crossriver.com,Fort Lee,USA,2026-02-05T10:00:56.953000,2026-02-05T10:00:56.953000,Jim Ferry,None,I&C,"Banking,Financial Services,FinTech",867,7.0,New Jersey,908000000
CybaVerse,cybaverse.co.uk,Havant,GBR,2026-01-28T09:42:45.447000,2026-01-28T09:42:45.447000,Chad Kemmerer,A,SW,"Cloud Security,Cyber Security,Information Technology,Internet,Network Security,Penetration Testing,SaaS,Security",40,43.0,Hampshire,8555304
Cympire,cympire.com,Ra‘ananna,ISR,2026-02-05T12:27:33.109000,2026-02-05T12:27:33.109000,Chad Kemmerer,B,SW,"Corporate Training,Cyber Security,EdTech,Information Technology,SaaS,Simulation,Software",18,20.0,Central,
Daash Intelligence,daash.co,Miami,USA,2026-02-04T10:12:54.424000,2026-02-04T10:12:54.424000,Cassidy Piersiak,B,I&C,"Artificial Intelligence (AI),Web Development",17,21.0,Florida,8250000
daitasoft,daitasoft.com,Tampa,USA,2026-02-03T16:56:00.894000,2026-02-03T16:56:00.894000,Ella Steinhilber,C,SW,"Compliance,SaaS,Software",8,0.0,Florida,
Data Skrive,dataskrive.com,Redmond,USA,2026-01-28T09:30:36.551000,2026-01-28T09:30:36.551000,Emily Pawlak,None,I&C,"Digital Media,Gambling,News,Publishing,SaaS,Sports",23,-18.0,Washington,6285000
DataStealth,datastealth.io,Mississauga,CAN,2026-01-28T10:34:05.730000,2026-01-28T10:34:05.730000,James McGibbon,S3,SW,"Cyber Security,Software",74,25.0,Ontario,
Davesa,davesa.com,Atlanta,USA,2026-01-28T11:32:09.189564,2026-01-28T11:31:43.403000,None,C,None,None,3,50.0,Georgia,
Dealer Controlled Solutions,dealercontrolledsolutions.com,New York,USA,2026-02-02T16:45:37.673000,2026-02-02T16:45:37.673000,Zane Salameh,B,I&C,"Automotive,Cloud Computing,Compliance,Customer Service,Enterprise Software,Financial Services,FinTech,Payments,Risk Management,Software",11,38.0,New York,
DealerTeam,dealerteam.com,Redding,USA,2026-02-06T11:42:17.842000,2026-02-03T16:54:19.953000,None,B,None,"Automotive,Software",10,0.0,California,
Dealer Teamwork LLC,dealerteamwork.com,Minnetonka,USA,2026-02-06T20:26:42.914780,2026-01-28T12:37:40.783000,None,B,None,"Advertising,Automotive",77,8.0,Minnesota,
DEEP,deepmeasures.health,Helsinki,FIN,2026-01-29T12:53:52.611000,2026-01-29T12:53:52.611000,Chad Kemmerer,B,SW,None,36,64.0,Uusimaa,3900000
Delfio.com,delfio.com,Amsterdam,NLD,2026-02-02T07:53:21.716000,2026-02-02T07:53:21.716000,Cassidy Piersiak,B,I&C,None,3,-40.0,Noord-Holland,1719261
Delta Bravo AI,deltabravo.ai,Rock Hill,USA,2026-01-28T09:50:49.858000,2026-01-28T09:50:49.858000,James McGibbon,A,SW,"Analytics,Artificial Intelligence (AI),Information Technology,Machine Learning",20,-17.0,South Carolina,5000000
Delve Health,delvehealth.com,Minneapolis,USA,2026-01-28T10:29:22.353000,2026-01-28T10:29:22.353000,Chad Kemmerer,B,SW,"Big Data,Clinical Trials,Health Care,Medical Device,Mobile Apps,Software,Wearables",30,58.0,Minnesota,608999
ResidentRadius,depositcloud.com,Everett,USA,2026-02-02T11:39:01.337000,2026-02-02T11:39:01.337000,Trevor Eckler,B,SW,"Online Portals,Payments,Security,Software",,,WA,
DesignSpec,designspec.com,Winnipeg,CAN,2026-01-28T15:13:03.792000,2026-01-28T15:13:03.792000,Chad Kemmerer,A,SW,"Consulting,Interior Design,Software,Training",23,188.0,Manitoba,
Digible,digible.com,Englewood,USA,2026-02-02T15:33:40.257000,2026-02-02T15:33:40.257000,Nikki Schwenk,S3,SW,"Advertising,Marketing",151,28.0,Colorado,250000
DigitalXForce,digitalxforce.com,Southlake,USA,2026-02-06T15:58:27.502000,2026-02-06T15:58:27.502000,Chad Kemmerer,A,SW,"Cyber Security,SaaS",11,-15.0,Texas,5000000
Dili,dili.ai,New York,USA,2026-02-06T20:08:37.411093,2026-02-05T11:41:22.429000,Justin Chung,S1,SW,"Analytics,Application Performance Management,Artificial Intelligence (AI),Big Data",22,100.0,New York,3725000
Dinerama,dinerama.com.br,São Paulo,BRA,2026-01-28T10:12:07.668000,2026-01-28T10:12:07.668000,Cassidy Piersiak,B,I&C,Marketing,5,-44.0,São Paulo,365000
Directus,directus.io,Brooklyn,USA,2026-02-06T12:57:11.371642,2026-02-06T12:30:49.079000,Cassidy Piersiak,S2,I&C,"Database,Developer APIs,SaaS,Software",50,-4.0,New York,8000000
Data Literacy Academy,dl-academy.com,Northwich,GBR,2026-02-03T09:15:03.586000,2026-02-03T09:15:03.586000,Ainsley Radell,B,I&C,"EdTech,Education,Online Portals",70,56.0,Cheshire West and Chester,497000
Dog Chef,dogchef.com,Huldenberg,BEL,2026-02-02T15:54:24.807000,2026-02-02T15:54:24.807000,Isabelle Tashima,S2,I&C,"Food and Beverage,Food Delivery,Pet",74,9.0,Flanders,15730247
Dragonfly AI,dragonflyai.co,London,GBR,2026-02-05T12:47:29.192859,2026-01-30T10:59:43.302000,Juliet Fitzgerald,B,I&C,"Analytics,Artificial Intelligence (AI),Machine Learning",50,11.0,"London, City of",5081266
Drizz,drizz.dev,San Francisco,USA,2026-01-28T11:40:00,2026-01-28T11:40:00,Cassidy Piersiak,B,I&C,None,17,21.0,California,2700000
Dyania Health,dyaniahealth.com,Jersey City,USA,2026-02-05T15:11:17.362000,2026-02-02T14:53:37.014000,Juliet Fitzgerald,B,I&C,"Artificial Intelligence (AI),Clinical Trials,Electronic Health Record (EHR),Generative AI,Health Care,Natural Language Processing,Software",42,17.0,New Jersey,17300000
Dynamo,dynamo.fyi,Hod HaSharon,ISR,2026-01-28T10:52:37.880449,2026-01-28T09:28:00,None,B,None,"Marketing Automation,Social Media,Social Media Management,Software",11,10.0,Central,4150000
Dyna Software Inc.,dynasoftwareinc.com,Calgary,CAN,2026-01-28T16:57:28.026000,2026-01-28T16:57:28.026000,Michael Brannan,S3,SW,"Information Technology,Internet of Things,Software",8,100.0,Alberta,
Eachlabs,eachlabs.ai,San Francisco,USA,2026-02-02T13:14:38.041307,2026-02-02T08:43:15.233000,None,B,None,"Artificial Intelligence (AI),Software",18,200.0,California,1800000
EASL,easltech.com,Ambler,USA,2026-02-06T13:26:41.823000,2026-02-06T13:26:41.823000,Chad Kemmerer,B,SW,"Art,Compliance,Data Integration",13,44.0,Pennsylvania,1725000
EchoTwin AI,echotwin.ai,Boca Raton,USA,2026-01-30T16:54:44.154000,2026-01-30T16:54:44.154000,Chad Kemmerer,B,SW,"Artificial Intelligence (AI),Big Data,Computer Vision,Generative AI,Machine Learning,Smart Cities",27,350.0,Florida,8000000
Edusign,edusign.com,Paris,FRA,2026-02-05T14:13:56.223615,2026-02-05T09:08:38.395000,Hannah Ditmars,S1,SW,"Corporate Training,Education,Internet,SaaS,Software,Training",53,10.0,Île-de-France,1144385
Elios Talent,eliostalent.com,Houston,USA,2026-02-06T15:28:32.653000,2026-02-06T15:28:32.653000,Justin Chung,S2,SW,None,18,350.0,Texas,
Emergent Connext,emergentconnext.com,Bluffton,USA,2026-02-03T16:26:00,2026-02-03T16:26:00,Nikki Schwenk,B,SW,Information Technology,14,56.0,Ohio,5000000
Energy CX,energycx.com,Chicago,USA,2026-02-04T22:24:54.056000,2026-02-04T22:24:54.056000,Justin Chung,S3,SW,"Energy,Environmental Consulting,Renewable Energy",137,41.0,Illinois,1850000
Enigmatic Smile Limited,enigmaticsmile.com,Chelmsford,GBR,2026-02-05T14:43:34.987070,2026-01-30T12:07:21.340000,None,A,None,"FinTech,Information Technology,Software",61,13.0,Essex,
Enso Connect,ensoconnect.com,Toronto,CAN,2026-02-02T19:19:13.783000,2026-01-30T15:25:42.255000,Nikki Schwenk,S2,SW,"Property Management,Software,Travel,Vacation Rental",34,48.0,Ontario,1985039
Entrupy,entrupy.com,New York,USA,2026-01-29T18:15:57.170000,2026-01-29T18:15:57.170000,Nikki Schwenk,S3,SW,"Enterprise Software,Hardware,Security,Software",147,30.0,New York,8699994
Epistemic AI,epistemic.ai,Westport,USA,2026-01-30T13:07:32.767000,2026-01-29T12:54:30.983000,Chad Kemmerer,B,SW,"Artificial Intelligence (AI),Bioinformatics,Biotechnology,Life Science,Machine Learning,Natural Language Processing,Pharmaceutical",21,17.0,Connecticut,15888994
ESTHER,esther.international,Denver,USA,2026-01-29T18:16:55.826000,2026-01-29T18:16:55.826000,Zane Salameh,B,I&C,None,28,47.0,Colorado,907696
exon,exon-media.com,Tel Aviv-Yafo,ISR,2026-02-05T12:46:08.469000,2026-02-05T12:46:08.469000,Juliet Fitzgerald,A,I&C,None,123,-5.0,Tel Aviv,
"Ex Parte, Inc.",exparte.com,Bethesda,USA,2026-01-28T17:33:14.762000,2026-01-28T17:33:14.762000,Chad Kemmerer,C,SW,"Artificial Intelligence (AI),Legal,Legal Tech,Machine Learning,Software",12,200.0,Maryland,7500000
Extra360 Technology Solutions,extra360.io,Dublin,IRL,2026-02-03T10:30:02.052000,2026-02-03T10:30:02.052000,Justin Chung,S2,SW,"Analytics,Information Technology,Retail",33,0.0,Dublin,3500000
Ezlo Innovation,ezlo.com,Bloomfield,USA,2026-01-29T17:03:29.870000,2026-01-29T17:03:29.870000,Ainsley Radell,S2,I&C,"Internet of Things,Security,Smart Home,Software",83,-14.0,New Jersey,
FactoryFix,factoryfix.com,Chicago,USA,2026-01-29T08:41:09.260000,2026-01-29T08:41:09.260000,Nikki Schwenk,S2,SW,"Industrial Automation,Manufacturing,Marketplace",96,0.0,Illinois,19780024
Feather,featherhq.com,Seattle,USA,2026-01-29T11:29:00,2026-01-29T11:29:00,Justin Chung,B,SW,None,11,175.0,Washington,
Feathery,feathery.io,San Francisco,USA,2026-02-02T20:53:44.514000,2026-02-02T16:02:57.229000,Cassidy Piersiak,S3,I&C,Developer Tools,35,35.0,California,4050000
Fenix,fenixai.com,None,None,2026-01-30T08:57:07.700000,2026-01-30T08:57:07.700000,Nikki Schwenk,B,SW,None,,,,
FETCH,fetchpay.com,London,GBR,2026-02-04T08:54:43.876042,2026-02-04T08:54:22.328000,None,B,None,"Finance,Financial Services,Mobile Payments",34,26.0,"London, City of",7980000
File AI,file.ai,Singapore,SGP,2026-02-06T14:01:53.970000,2026-02-06T14:01:53.970000,Justin Chung,B,SW,"Analytics,Artificial Intelligence (AI),FinTech,Machine Learning,Software",,,,20230000
FMP,financialmodelingprep.com,Neuilly-sur-Seine,FRA,2026-02-06T14:31:50.705000,2026-02-06T14:31:50.705000,Chad Kemmerer,S3,SW,"Developer APIs,Finance,Financial Services,FinTech",54,238.0,Île-de-France,
FinWise,finwiseapp.io,Leipsic,USA,2026-02-05T09:34:51.032000,2026-02-05T09:34:51.032000,Juliet Fitzgerald,B,I&C,"FinTech,Personal Finance,SaaS",5,67.0,Delaware,
Fish Audio,fish.audio,Mountain View,USA,2026-02-06T11:15:45.490022,2026-02-06T11:12:34.630000,Nikki Schwenk,S2,SW,None,17,113.0,California,
Flagright,flagright.com,Berlin,GER,2026-02-03T20:50:44.377197,2026-02-03T20:24:08.797000,Cassidy Piersiak,S2,I&C,"Compliance,Financial Services,FinTech,Fraud Detection,Information Technology",40,38.0,Berlin,7600000
Flextion AI,flextion.ai,Kennett Square,USA,2026-02-02T14:45:11.486000,2026-02-02T14:45:11.486000,Justin Chung,B,SW,None,6,200.0,Pennsylvania,
Flexzo AI,flexzo.ai,None,GBR,2026-02-05T09:40:35.602909,2026-02-05T09:38:00.499000,Danielle Brown,S2,I&C,"Artificial Intelligence (AI),Health Care,Hospital",3,200.0,Milton Keynes,
Flykitt,flykitt.com,Los Angeles,USA,2026-01-29T14:16:04.790000,2026-01-29T14:16:04.790000,Ainsley Radell,B,I&C,"Air Transportation,Dietary Supplements,E-Commerce,Personalization,Travel",6,0.0,California,13750000
Flywl,flywl.com,San Francisco,USA,2026-01-29T14:40:43.779000,2026-01-29T02:48:00,Ainsley Radell,C,I&C,"Information Technology,Internet,Marketplace",34,209.0,California,7000000
FNA,fna.fi,London,GBR,2026-01-29T08:54:47.042000,2026-01-29T08:54:47.042000,Hannah Ditmars,B,SW,"Analytics,Artificial Intelligence (AI),Data Visualization,Enterprise Software,Financial Services,FinTech,Fraud Detection,Payments,Risk Management,Simulation",60,9.0,"London, City of",6059284
Foap,foap.com,Warsaw,POL,2026-02-04T13:28:00,2026-02-04T13:28:00,Ainsley Radell,S2,I&C,"Mobile,Photography",117,38.0,Mazowieckie,4581900
FoodFluence,foodfluence.ai,None,None,2026-02-03T12:14:19.197000,2026-02-03T12:14:19.197000,Danielle Brown,B,I&C,None,,,,
FoodHero,foodhero.com,Montréal,CAN,2026-02-02T19:10:51.028008,2026-02-02T19:10:32.357000,None,B,None,Software,23,15.0,Quebec,
Forceget Supply Chain Logistics - Powered by AI,forceget.com,Miami Beach,USA,2026-02-03T15:52:04.610000,2026-02-03T15:52:04.610000,Juliet Fitzgerald,B,I&C,"Freight Service,Logistics,SaaS,Shipping,Warehousing",52,27.0,Florida,
Foreplay,foreplay.co,Toronto,CAN,2026-01-30T13:26:58.386000,2026-01-30T13:26:58.386000,Cassidy Piersiak,S3,I&C,"Advertising,Marketing,Software",13,18.0,Ontario,
State University of Iowa Foundation (FEG),foriowa.org,Austin,USA,2026-02-03T21:34:14.953958,2026-02-03T21:34:14.953958,Larry Cheng,A,I&C,"Education,Higher Education,Primary Education",,,Texas,
FoundryOS,foundry-os.com,None,None,2026-02-04T11:02:13.850497,2026-02-04T11:01:28.688000,None,C,None,None,17,13.0,,
Fullpath,fullpath.com,Miami,USA,2026-01-29T16:19:15.795000,2026-01-29T16:19:15.795000,Nikki Schwenk,A,SW,"Automotive,Software",259,12.0,Florida,57000000
GenAIPI,genaipi.org,West Mountain,USA,2026-01-29T10:41:55.234000,2026-01-29T10:41:55.234000,Chad Kemmerer,B,SW,"Artificial Intelligence (AI),Education,Training",6,200.0,Utah,
GenHealth.ai,genhealth.ai,Vienna,USA,2026-02-02T17:16:07.182000,2026-02-02T17:16:07.182000,None,B,None,"Artificial Intelligence (AI),Developer APIs,Generative AI,Health Care,Information Technology",15,36.0,Virginia,12999995
Bits,getbits.app,London,GBR,2026-01-28T10:01:35.419000,2026-01-28T10:01:35.419000,Cassidy Piersiak,S3,I&C,"Credit Cards,FinTech,Internet,Mobile Apps",47,15.0,"London, City of",258338
Castle,getcastle.com,New York,USA,2026-02-03T08:56:44.052000,2026-02-03T08:56:44.052000,Ainsley Radell,C,I&C,None,11,38.0,New York,6565058
Fastr,getfastr.com,Boston,USA,2026-02-05T09:06:00.498000,2026-02-05T09:06:00.498000,Hannah Ditmars,B,SW,"Artificial Intelligence (AI),Content Marketing,Information Technology,Software",87,2.0,Massachusetts,31750000
FreshX,getfreshx.com,Chicago,USA,2026-01-29T16:23:01.713000,2026-01-29T16:22:36.222000,Cassidy Piersiak,C,I&C,None,12,33.0,Illinois,1120000
GetHealthy.store,gethealthy.store,Austin,USA,2026-01-29T13:05:20.986000,2026-01-29T13:05:20.986000,Hannah Ditmars,B,SW,"Health Care,Medical",13,18.0,Texas,
ibble - Social Media Platform,getibble.com,Austin,USA,2026-02-03T09:38:25.554000,2026-02-03T09:38:25.554000,Juliet Fitzgerald,B,I&C,"Apps,Communities,Content Creators,Digital Entertainment,Media and Entertainment,Mobile,Social,Subscription Service,Video,Video Streaming",13,30.0,Texas,27350000
Munch,getmunch.com,Tel Aviv,ISR,2026-01-29T09:59:07.633000,2026-01-29T09:59:07.633000,Ainsley Radell,S2,I&C,"Artificial Intelligence (AI),Content Marketing,Digital Marketing,Media and Entertainment,Social Media,Social Media Management,Social Media Marketing,Video",,,,7200000
Palm,getpalm.com,San Francisco,USA,2026-01-28T18:26:07.961000,2026-01-28T18:26:07.961000,Isabelle Tashima,C,I&C,"Artificial Intelligence (AI),Data Management,FinTech,Generative AI,Identity Management,SaaS,Small and Medium Businesses,Software",14,40.0,California,1054000
Steward,getsteward.ai,York,USA,2026-01-28T08:49:05.808000,2026-01-28T08:49:05.808000,Cassidy Piersiak,B,I&C,None,11,450.0,New York,
Talisman,gettalisman.com,Garland,USA,2026-01-28T13:01:39.696000,2026-01-28T13:01:39.696000,Isabelle Tashima,C,I&C,"Accounting,Artificial Intelligence (AI),SaaS",,,TX,400000
Upgraded,getupgraded.ca,Vancouver,CAN,2026-02-02T08:32:57.167630,2026-02-02T08:32:13.072000,None,C,None,None,10,43.0,British Columbia,
givestar,givestar.io,London,GBR,2026-02-02T16:00:39.466000,2026-02-02T16:00:39.466000,None,S2,None,"Charity,Crowdfunding,FinTech,Internet,Social Network,Software",30,43.0,"London, City of",2700000
Giv,givhealthcare.com,Lehi,USA,2026-02-05T08:17:02.993445,2026-02-05T08:16:27.866000,None,S2,None,None,61,190.0,Utah,
GLC Advisors,glca.com,New York,USA,2026-02-05T11:24:47.340000,2026-02-05T11:24:47.340000,Kyle Howard-Johnson,None,SW,Financial Services,89,11.0,New York,
G LNK,glnkco.com,New York,USA,2026-01-30T11:39:07.528207,2026-01-28T10:25:50.323000,None,B,None,"Artificial Intelligence (AI),B2B,Health Care,Machine Learning",19,138.0,New York,500000
Global Work AI,globalwork.ai,Wilmington,USA,2026-02-04T10:59:37.463000,2026-02-04T10:59:37.463000,Isabelle Tashima,S3,I&C,"Artificial Intelligence (AI),Human Resources,SaaS",20,400.0,DE,3770000
Browsi,gobrowsi.com,None,None,2026-02-04T18:54:00,2026-01-30T18:54:00,Ainsley Radell,S2,I&C,None,,,,
Gratia,gogratia.com,New York,USA,2026-02-05T09:41:20.298000,2026-02-05T09:41:20.298000,Danielle Brown,B,I&C,"SaaS,Staffing Agency",38,9.0,New York,300112
Lumino,golumino.com,None,None,2026-02-02T14:15:50.356000,2026-02-02T14:15:50.356000,Carolyn Woll,B,I&C,None,,,,
Gomboc AI,gomboc.ai,New York,USA,2026-01-28T14:38:58.947317,2026-01-28T14:38:23.495000,None,C,None,"Cloud Infrastructure,Cloud Security,DevOps,Software Engineering",20,25.0,New York,13300000
Gondola,gondolamarkets.com,San Francisco,USA,2026-01-29T15:39:08.542115,2026-01-29T15:37:33.159000,None,C,None,"Finance,Financial Exchanges,Funding Platform,Trading Platform,Venture Capital",10,43.0,California,
Goodnotes,goodnotes.com,London,GBR,2026-02-06T14:04:19.949000,2026-02-06T14:04:19.949000,Isabelle Tashima,S3,I&C,"Apps,Computer,Consumer,Software",360,37.0,"London, City of",6000000
Go Places,go-places.io,None,None,2026-01-28T18:17:00,2026-01-28T18:17:00,Ainsley Radell,A,I&C,None,,,,
Roger,goroger.com,Berlin,GER,2026-01-29T11:31:13.685000,2026-01-29T11:31:13.685000,Sinjon Goldberg,B,SW,"Dental,Health Care,Software",58,21.0,Berlin,15376551
Aisle,gotoaisle.com,New York,USA,2026-01-28T09:41:01.190000,2026-01-28T09:41:01.190000,Ella Steinhilber,S2,SW,"Financial Services,FinTech,Grocery",30,7.0,New York,8288064
Walnut Insurance,gowalnut.com,Toronto,CAN,2026-01-28T10:32:00,2026-01-28T10:32:00,Ainsley Radell,B,I&C,"Embedded Software,Finance,Financial Services,FinTech,Insurance",22,-8.0,Ontario,7300640
Windmill,gowindmill.com,New York,USA,2026-01-28T18:16:38.891000,2026-01-28T18:16:38.891000,Juliet Fitzgerald,B,I&C,None,21,133.0,New York,
Grantd,grantdequity.com,Boulder,USA,2026-02-06T14:45:03.172000,2026-02-06T14:45:03.172000,Trevor Eckler,B,SW,Financial Services,19,217.0,Colorado,5000000
grtfl®,grateful.net,London,GBR,2026-01-29T09:55:05.514000,2026-01-29T09:55:05.514000,Ainsley Radell,C,I&C,"Apps,Compliance,CRM,Software",16,129.0,"London, City of",2003446
Gridline,gridline.co,Atlanta,USA,2026-02-04T08:55:29.633000,2026-02-04T08:55:29.633000,Zane Salameh,B,I&C,"Financial Services,FinTech,Information Technology,Software",66,22.0,Georgia,9000000
Growave,growave.io,Bishkek,KGZ,2026-01-28T11:26:43.321000,2026-01-28T11:26:43.321000,Cassidy Piersiak,A,I&C,"Advertising,Analytics,Apps,E-Commerce,SaaS",62,-27.0,Bishkek,
Gybe,gybe.eco,Portland,USA,2026-01-29T16:59:18.514000,2026-01-29T16:59:18.514000,Hannah Ditmars,A,SW,"Environmental Engineering,SaaS,Sensor,Web Apps",11,-21.0,Oregon,120000
Hapttic,hapttic.com,Middletown,USA,2026-01-28T18:08:30.690000,2026-01-28T18:08:30.690000,Cassidy Piersiak,B,I&C,"Analytics,Artificial Intelligence (AI),Big Data,Data Mining,Machine Learning,Market Research,Predictive Analytics,Software",16,167.0,Delaware,750000
Haruko,haruko.io,London,GBR,2026-02-04T11:10:00,2026-02-04T11:10:00,Ainsley Radell,S2,I&C,"Blockchain,Cryptocurrency,Financial Services,FinTech",36,44.0,"London, City of",16133160
Harvard Management Company,harvard.edu,Cambridge,USA,2025-12-12T19:50:00,2026-02-05T10:48:00,Larry Cheng,A,I&C,"Education,Higher Education,Universities",24299,-3.0,Massachusetts,136431282
Haven,havensafety.com,Alto,USA,2026-02-06T11:00:06.780000,2026-02-06T11:00:06.780000,Trevor Eckler,C,SW,None,12,9.0,California,
"Hawkin Dynamics, Inc.",hawkindynamics.com,Westbrook,USA,2026-02-06T13:19:10.107000,2026-02-06T13:19:10.107000,Chad Kemmerer,B,SW,"Life Science,Software,Sports",39,8.0,Maine,8977500
HDShips,hdships.com,Reno,USA,2026-02-03T12:14:22.777000,2026-02-03T12:14:22.777000,Juliet Fitzgerald,S2,I&C,None,71,82.0,Nevada,220000
Health Endeavors,healthendeavors.com,Scottsdale,USA,2026-02-02T12:07:02.107000,2026-02-02T12:07:02.107000,Hannah Ditmars,S2,SW,Health Care,21,24.0,Arizona,
HealthTalk A.I.,healthtalkai.com,Reston,USA,2026-01-28T08:52:37.805000,2026-01-28T08:52:37.805000,Hannah Ditmars,B,SW,"Artificial Intelligence (AI),Health Care,Hospital,Wellness",12,50.0,Virginia,370008
Annie,helloannie.com,Salt Lake City,USA,2026-02-04T13:20:25.388000,2026-02-04T13:20:25.388000,Ella Steinhilber,C,SW,"Artificial Intelligence (AI),Assistive Technology,Dental,Software",17,31.0,Utah,4000000
AviaryAI,helloaviary.ai,Chicago,USA,2026-01-30T13:42:38.484000,2026-01-30T13:42:38.484000,None,None,None,Generative AI,12,20.0,Illinois,
HelloGov,hellogov.com,Coral Gables,USA,2026-01-29T10:25:16.327000,2026-01-29T10:25:16.327000,Danielle Brown,S3,I&C,None,20,33.0,Florida,
Hetal Retail,hetalretail.com,Bronx,USA,2026-01-28T16:35:02.835000,2026-01-28T16:35:02.835000,Chad Kemmerer,B,SW,"Retail,Retail Technology,SaaS",10,400.0,New York,6427493
Elsa,heyelsa.ai,San Francisco,USA,2026-01-28T09:44:43.285000,2026-01-28T09:44:43.285000,Chad Kemmerer,S3,SW,"Artificial Intelligence (AI),Blockchain,Cryptocurrency,Software,Virtual Assistant",8,-11.0,California,3000000
HomeTeam Network,hometeamlive.com,Regina,CAN,2026-01-28T09:37:00,2026-01-28T09:37:00,Ainsley Radell,S2,I&C,"Apps,Media and Entertainment,Online Portals,Sports",104,225.0,Saskatchewan,364298
Hostie,hostie.ai,San Francisco,USA,2026-02-04T10:06:41.964292,2026-02-04T10:02:48.828000,None,C,None,"Artificial Intelligence (AI),Restaurants,Software",13,63.0,California,4000000
Huski.ai,huski.ai,San Jose,USA,2026-02-03T16:36:14.265000,2026-02-03T16:36:14.265000,Cassidy Piersiak,S2,I&C,"Artificial Intelligence (AI),E-Commerce,E-Commerce Platforms,Software",15,36.0,California,8250010
HyphaMetrics,hyphametrics.com,Brooklyn,USA,2026-01-28T18:04:08.689000,2026-01-28T18:04:08.689000,Juliet Fitzgerald,S2,I&C,"Advertising,Analytics,Market Research,Media and Entertainment",26,73.0,New York,5000000
ID90 Travel,id90travel.com,Southlake,USA,2026-02-03T09:01:48.823000,2026-02-03T09:01:48.823000,Ainsley Radell,B,I&C,"Leisure,Tourism,Travel",106,5.0,Texas,3000000
Illuminex,illuminex.ai,Ontario,USA,2026-01-29T16:53:48.395000,2026-01-29T16:53:48.395000,Chad Kemmerer,C,SW,"Artificial Intelligence (AI),Information Services,Internet,Software",10,25.0,California,
StellarRover,imean.ai,Central,HKG,2026-02-02T14:09:09.187000,2026-02-02T14:09:09.187000,Juliet Fitzgerald,B,I&C,"Artificial Intelligence (AI),Language Learning,Machine Learning",4,300.0,,
Impiricus,impiricus.com,Atlanta,USA,2026-01-29T08:33:52.533071,2026-01-29T08:33:27.154000,None,S3,None,"Health Care,Medical,Pharmaceutical",124,164.0,Georgia,3485000
Impresa Corp.,impresa-us.com,Agoura Hills,USA,2026-02-06T15:52:48.679000,2026-02-06T15:52:48.679000,Sinjon Goldberg,B,SW,"Enterprise,Enterprise Resource Planning (ERP),Software",6,500.0,California,500000
Impro.AI,impro.ai,Toronto,CAN,2026-01-29T09:27:00,2026-01-29T09:27:00,Cassidy Piersiak,B,I&C,"Education,Human Resources,Training",21,5.0,Ontario,1739803
Indify,indify.io,New York,USA,2026-01-29T18:04:35.466828,2026-01-29T18:02:45.738000,None,B,None,Music,,,NY,1200000
InjureFree,injurefree.com,San Diego,USA,2026-01-30T13:15:55.629000,2026-01-30T13:15:55.629000,Carolyn Woll,C,I&C,"Big Data,EdTech,Education,Health Care,Information Technology,mHealth,Risk Management",8,-20.0,California,1172822
innDex,inndex.co.uk,Beaumaris,GBR,2026-01-28T17:29:31.704000,2026-01-28T17:29:31.704000,Michael Brannan,S3,SW,SaaS,44,57.0,Isle of Anglesey,
Instant Commerce,instantcommerce.io,None,None,2026-02-04T13:33:11.856000,2026-02-04T13:33:11.856000,Cassidy Piersiak,S3,I&C,None,,,,
InStore.ai,instore.ai,Los Gatos,USA,2026-02-05T16:51:00,2026-02-05T16:51:00,Ella Steinhilber,C,SW,"Business Intelligence,Retail Technology",28,87.0,California,5000000
INTENNSE,intennse.com,Atlanta,USA,2026-01-28T09:28:01.399000,2026-01-28T09:28:01.399000,Carolyn Woll,B,I&C,"Sports,Sports Leagues and Teams,Tennis",34,209.0,Georgia,4000000
Intermezzo,intermezzo.ai,Menlo Park,USA,2026-01-30T17:37:06.204000,2026-01-30T17:37:06.204000,Chad Kemmerer,B,SW,None,10,150.0,California,
Invary,invary.com,Tonganoxie,USA,2026-01-28T13:13:04.119000,2026-01-28T13:13:04.119000,Nikki Schwenk,B,SW,"Cyber Security,Network Security,Security",12,20.0,Kansas,5350000
ION Water,ionwater.io,Louisville,USA,2026-02-05T09:22:33.179000,2026-02-05T09:22:33.179000,Hannah Ditmars,S2,SW,Water,32,19.0,Kentucky,
IV.AI,iv.ai,Los Angeles,USA,2026-02-02T18:34:00.138000,2026-02-02T18:34:00.138000,Michael Brannan,S3,SW,"Artificial Intelligence (AI),Information Technology,Machine Learning",52,27.0,California,
Jackrabbit Technologies,jackrabbittech.com,Huntersville,USA,2026-02-05T11:31:36.018000,2026-02-05T11:31:36.018000,Michael Brannan,S2,SW,"Accounting,Education,Music,Software",108,-11.0,North Carolina,984000
Jassby,jassby.com,Nashua,USA,2026-02-02T16:31:00,2026-02-02T16:31:00,Ainsley Radell,B,I&C,"Apps,Cryptocurrency,E-Commerce,Financial Services,FinTech,Mobile Apps,Mobile Payments",37,19.0,New Hampshire,7900000
JFCRx,jfcrx.com,Genoa City,USA,2026-02-06T13:36:47.649000,2026-02-06T13:36:47.649000,Chad Kemmerer,B,SW,"Analytics,Consulting,Pharmaceutical,Software",31,82.0,Wisconsin,
